#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	FTP Path	Pubmed ID	Strain
Mycobacterium kubicae	120959	PRJNA575747	575747	Terrabacteria group	Actinomycetota	5.46348	66.278	chromosome:NZ_CP045081.1/CP045081.1; plasmid pNJH01:NZ_CP045082.1/CP045082.1; plasmid pNJH02:NZ_CP045083.1/CP045083.1	-	3	5173	4978	2020/08/21	2022/04/14	Chromosome	National Jewish Health	SAMN12910285	GCA_014263315.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/263/315/GCA_014263315.1_ASM1426331v1	-	NJH_MKUB1
Mycobacterium saskatchewanense	220927	PRJDB7717	594871	Terrabacteria group	Actinomycetota	6.00892	68.3	chromosome:NZ_AP022573.1/AP022573.1	-	1	5710	5406	2020/02/06	2021/12/16	Complete Genome	Department of Infection Metagenomics, Osaka University	SAMD00153183	GCA_010729105.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/729/105/GCA_010729105.1_ASM1072910v1	31287781	JCM 13016
Mycobacterium palustre	153971	PRJNA299467	299467	Terrabacteria group	Actinomycetota	6.03752	68.5	-	LQPJ01	158	5858	5498	2017/04/20	2022/04/19	Contig	University of Trento	SAMN04216940	GCA_002101785.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/785/GCF_002101785.1_ASM210178v1	-	DSM 44572
Mycobacterium riyadhense	486698	PRJEB32162	591832	Terrabacteria group	Actinomycetota	6.88818	65.5	-	CAJMWN01	3	6104	5601	2021/02/13	2022/02/24	Contig	King Abdullah University of Science and Technology	SAMEA7003854	GCA_905219535.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/219/535/GCA_905219535.1_MR226	-	MR-226
Mycobacterium conspicuum	44010	PRJDB7717	594871	Terrabacteria group	Actinomycetota	6.23714	67.4	chromosome:NZ_AP022613.1/AP022613.1	-	1	5789	5533	2020/02/06	2021/12/16	Complete Genome	Department of Infection Metagenomics, Osaka University	SAMD00153191	GCA_010730195.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/730/195/GCA_010730195.1_ASM1073019v1	31287781	JCM 14738
Mycobacterium fragae	1260918	PRJNA299467	299467	Terrabacteria group	Actinomycetota	4.73105	66	-	LQOW01	35	4585	4423	2017/04/20	2022/04/14	Contig	University of Trento	SAMN04216927	GCA_002102185.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/102/185/GCF_002102185.1_ASM210218v1	-	DSM 45731
Mycobacterium parmense	185642	PRJDB7717	594871	Terrabacteria group	Actinomycetota	5.95291	68.4	chromosome:NZ_AP022614.1/AP022614.1	-	1	5557	5303	2020/02/06	2021/12/16	Complete Genome	Department of Infection Metagenomics, Osaka University	SAMD00153193	GCA_010730575.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/730/575/GCA_010730575.1_ASM1073057v1	31287781	JCM 14742
Mycobacterium lacus	169765	PRJDB7717	594871	Terrabacteria group	Actinomycetota	5.09299	66.9	chromosome:NZ_AP022581.1/AP022581.1	-	1	4798	4330	2020/02/06	2021/12/16	Complete Genome	Department of Infection Metagenomics, Osaka University	SAMD00153198	GCA_010731535.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/535/GCA_010731535.1_ASM1073153v1	31287781	JCM 15657
Mycobacterium persicum	1487726	PRJNA374853	374853	Terrabacteria group	Actinomycetota	6.34722	66	-	MWQA01	30	5792	5359	2017/04/11	2022/04/14	Scaffold	University of Lodz	SAMN06368474	GCA_002086915.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/915/GCF_002086915.1_ASM208691v1	-	12MK
Mycobacterium talmoniae	1858794	PRJNA338014	338014	Terrabacteria group	Actinomycetota	5.62217	68.8	-	MLQM01	381	5644	5265	2016/10/26	2022/03/30	Scaffold	UW	SAMN05909063	GCA_001854525.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/525/GCF_001854525.1_ASM185452v1	-	MO-5499
Mycobacterium aquaticum	1927124	PRJNA354248	354248	Terrabacteria group	Actinomycetota	7.92759	66.5	-	MVHF01	111	7686	7472	2017/04/11	2022/04/19	Contig	San Raffaele Scientific Institute	SAMN06064228	GCA_002086485.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/485/GCF_002086485.1_ASM208648v1	-	RW6
Mycobacterium dioxanotrophicus	482462	PRJNA357161	357161	Terrabacteria group	Actinomycetota	8.08042	66.4321	chromosome:NZ_CP020809.1/CP020809.1; plasmid unnamed1:NZ_CP020810.1/CP020810.1; plasmid unnamed2:NZ_CP020811.1/CP020811.1; plasmid unnamed3:NZ_CP020812.1/CP020812.1; plasmid unnamed4:NZ_CP020813.1/CP020813.1	-	5	7862	7499	2017/05/25	2021/12/20	Complete Genome	Rice University	SAMN06134492	GCA_002157835.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/835/GCF_002157835.1_ASM215783v1	-	PH-06
Mycobacterium shigaense	722731	PRJDB5818	391138	Terrabacteria group	Actinomycetota	5.23266	67.3	chromosome:NZ_AP018164.1/AP018164.1	-	1	4941	4654	2017/06/15	2021/12/16	Complete Genome	National Institute of Infectious Diseases	SAMD00081394	GCA_002356315.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/315/GCF_002356315.1_ASM235631v1	29930060	JCM 32072
[Mycobacterium] stephanolepidis	1520670	PRJDB5828	391182	Terrabacteria group	Actinomycetota	4.99449	64	chromosome:NZ_AP018165.1/AP018165.1	-	1	4954	4751	2017/06/17	2021/12/15	Complete Genome	National Institute of Infectious Diseases	SAMD00081530	GCA_002356335.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/335/GCF_002356335.1_ASM235633v1	28857733,28818905	NJB0901
Mycobacterium grossiae	1552759	PRJNA562964	562964	Terrabacteria group	Actinomycetota	5.6816	70.4669	chromosome:NZ_CP043474.1/CP043474.1; plasmid pGP01:NZ_CP043475.1/CP043475.1	-	2	5464	5323	2019/09/08	2022/04/19	Complete Genome	Tongde Hospital of Zhejiang Province	SAMN12660232	GCA_008329645.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/329/645/GCF_008329645.1_ASM832964v1	-	DSM 104744
Mycobacterium lehmannii	2048550	PRJNA305922	305922	Terrabacteria group	Actinomycetota	5.13055	66.9	-	LQIR01	69	5055	4920	2016/01/06	2022/03/30	Contig	JCVI	SAMN04349498	GCA_001499925.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/499/925/GCF_001499925.1_ASM149992v1	-	IS-1744
Mycobacterium neumannii	2048551	PRJNA391446	391446	Terrabacteria group	Actinomycetota	5.37639	66.8	-	NKCO01	58	5155	5027	2017/08/10	2022/02/13	Scaffold	Northumbria University	SAMN07269033	GCA_002245615.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/245/615/GCF_002245615.1_ASM224561v1	-	CECT 8766
Mycobacterium tuberculosis variant pinnipedii	194542	PRJNA377261	377261	Terrabacteria group	Actinomycetota	4.32545	65.6	-	MWXB01	162	4149	3817	2018/03/08	2022/02/07	Scaffold	ATCC	SAMN06462281	GCA_002982275.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/982/275/GCF_002982275.1_ASM298227v1	29205127	ATCC BAA-688
Mycobacterium montefiorense	154654	PRJDB6843	449863	Terrabacteria group	Actinomycetota	5.74457	65.1	-	BFCH01	50	5408	5143	2018/04/11	2022/01/23	Scaffold	National Institute of Infectious Diseaseas	SAMD00114206	GCA_003112775.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/112/775/GCF_003112775.1_ASM311277v1	29798927	BS
Mycobacterium ahvazicum	1964395	PRJEB20293	381895	Terrabacteria group	Actinomycetota	6.12082	66.2	-	FXEG02	9	5777	5549	2017/05/12	2022/04/04	Contig	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA103958175	GCA_900176255.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/176/255/GCA_900176255.2_PRJEB20293	-	AFP003
Mycobacterium uberis	2162698	PRJNA449298	449298	Terrabacteria group	Actinomycetota	3.12272	57.5	-	QAYL01	54	2974	2360	2018/08/20	2022/04/06	Contig	Ecole Polytechnique Federale de Lausanne	SAMN08894308	GCA_003408705.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/408/705/GCF_003408705.1_ASM340870v1	-	Jura
Mycobacterium decipiens	1430326	PRJNA354248	354248	Terrabacteria group	Actinomycetota	5.22594	65.5	-	NCXP01	142	4783	4436	2017/04/21	2022/03/30	Contig	San Raffaele Scientific Institute	SAMN06651657	GCA_002104675.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/104/675/GCF_002104675.1_ASM210467v1	-	TBL 1200985
Mycobacterium syngnathidarum	1908205	PRJNA347845	347845	Terrabacteria group	Actinomycetota	6.34449	66.2	-	MLCL01	93	6207	5999	2017/01/11	2022/03/30	Contig	University of Georgia	SAMN05897976	GCA_001942625.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/942/625/GCF_001942625.1_ASM194262v1	-	27335
Mycobacterium paragordonae	1389713	PRJNA427220	427220	Terrabacteria group	Actinomycetota	7.22425	66.8617	chromosome:NZ_CP025546.1/CP025546.1; plasmid unnamed1:NZ_CP025547.1/CP025547.1; plasmid unnamed2:NZ_CP025548.1/CP025548.1; plasmid unnamed3:NZ_CP025549.1/CP025549.1; plasmid unnamed4:NZ_CP025550.1/CP025550.1	-	5	6546	6283	2018/10/04	2022/04/10	Complete Genome	Seoul National University College of Medicine	SAMN08222636	GCA_003614435.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/614/435/GCF_003614435.1_ASM361443v1	-	49061
Mycobacterium kyogaense	2212479	PRJNA473784	473784	Terrabacteria group	Actinomycetota	5.75976	67.9	-	QJUA01	132	5582	5420	2018/06/18	2022/03/05	Contig	Newcastle University	SAMN09281965	GCA_003254575.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/254/575/GCF_003254575.1_ASM325457v1	-	NCTC 11659
Mycobacterium basiliense	2094119	PRJEB23647	509389	Terrabacteria group	Actinomycetota	5.60763	65	chromosome I:NZ_LR130759.1/LR130759.1	-	1	4812	4573	2018/12/12	2021/12/16	Complete Genome	University Hospital Basel	SAMEA104628733	GCA_900292015.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/292/015/GCA_900292015.1_MB901379	-	901379
Mycobacterium pseudokansasii	2341080	PRJEB25525	471461	Terrabacteria group	Actinomycetota	6.42579	66.2	-	UPHU01	2	5828	5385	2018/10/24	2022/04/19	Contig	University Hospital Center and University of Lausanne	SAMEA4938324	GCA_900566075.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/566/075/GCA_900566075.1_MK142	-	MK142
Mycobacterium innocens	2341083	PRJEB25525	471461	Terrabacteria group	Actinomycetota	6.18706	66.1	-	UPHQ01	361	5881	5266	2018/10/24	2022/04/10	Contig	University Hospital Center and University of Lausanne	SAMEA4938327	GCA_900566055.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/566/055/GCA_900566055.1_LAUMK13	-	MK13
Mycobacterium attenuatum	2341086	PRJEB25525	471461	Terrabacteria group	Actinomycetota	6.34499	65.9	-	UPHP01	196	5677	5244	2018/10/24	2022/04/13	Contig	University Hospital Center and University of Lausanne	SAMEA4938328	GCA_900566065.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/566/065/GCA_900566065.1_LAUMK136	-	MK136
Mycobacterium tilburgii	44467	PRJEB33515	554826	Terrabacteria group	Actinomycetota	3.23853	66.3	-	CABHOH01	102	3677	2417	2019/07/18	2022/09/21	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA5775539	GCA_902168065.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/168/065/GCA_902168065.1_PRJEB33515	-	MEPHI
Mycobacterium botniense	84962	PRJDB7717	594871	Terrabacteria group	Actinomycetota	4.33505	65.7	-	BLKW01	4	4065	3816	2020/02/06	2022/04/19	Contig	Department of Infection Metagenomics, Osaka University	SAMD00153205	GCA_010723305.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/723/305/GCA_010723305.1_ASM1072330v1	31287781	JCM 17322
Mycobacterium bourgelatii	1273442	PRJDB7717	594871	Terrabacteria group	Actinomycetota	6.9128	65.7	-	BLKZ01	2	6051	5689	2020/02/06	2022/03/04	Contig	Department of Infection Metagenomics, Osaka University	SAMD00153222	GCA_010723575.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/723/575/GCA_010723575.1_ASM1072357v1	31287781	JCM 30725
Mycobacterium novum	2492438	PRJDB7717	594871	Terrabacteria group	Actinomycetota	4.45893	68.6	chromosome:NZ_AP022562.1/AP022562.1	-	1	4242	4043	2020/02/06	2021/12/16	Complete Genome	Department of Infection Metagenomics, Osaka University	SAMD00153168	GCA_010726505.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/726/505/GCA_010726505.1_ASM1072650v1	31287781	JCM 6391
Mycobacterium cookii	1775	PRJDB7717	594871	Terrabacteria group	Actinomycetota	5.31852	66	chromosome:NZ_AP022569.1/AP022569.1	-	1	5026	4854	2020/02/06	2021/12/16	Complete Genome	Department of Infection Metagenomics, Osaka University	SAMD00153177	GCA_010727945.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/727/945/GCA_010727945.1_ASM1072794v1	31287781	JCM 12404
Mycobacterium shottsii	133549	PRJDB7717	594871	Terrabacteria group	Actinomycetota	5.97315	65.5	chromosome:NZ_AP022572.1/AP022572.1	-	1	5673	4700	2020/02/06	2021/12/11	Complete Genome	Department of Infection Metagenomics, Osaka University	SAMD00153180	GCA_010728525.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/728/525/GCA_010728525.1_ASM1072852v1	31287781	JCM 12657
Mycobacterium seoulense	386911	PRJDB7717	594871	Terrabacteria group	Actinomycetota	5.5313	68.3	chromosome:NZ_AP022582.1/AP022582.1	-	1	5181	5016	2020/02/06	2021/12/16	Complete Genome	Department of Infection Metagenomics, Osaka University	SAMD00153201	GCA_010731595.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/595/GCA_010731595.1_ASM1073159v1	31287781	JCM 16018
Mycobacterium stomatepiae	470076	PRJDB7717	594871	Terrabacteria group	Actinomycetota	6.21082	66	chromosome:NZ_AP022587.1/AP022587.1	-	1	5933	5360	2020/02/06	2021/12/16	Complete Genome	Department of Infection Metagenomics, Osaka University	SAMD00153208	GCA_010731715.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/715/GCA_010731715.1_ASM1073171v1	31287781	JCM 17783
Mycobacterium neglectum	242737	PRJNA401517	401517	Terrabacteria group	Actinomycetota	6.20931	65.3	-	NVQE01	123	6111	5925	2017/10/19	2022/04/19	Contig	Northumbria University	SAMN07606483	GCA_002591975.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/591/975/GCF_002591975.1_ASM259197v1	-	CECT 8778
Mycobacterium palauense	2034511	PRJNA401517	401517	Terrabacteria group	Actinomycetota	6.23028	69.4	-	NVQF01	210	6014	5779	2017/10/19	2022/04/19	Scaffold	Northumbria University	SAMN07606484	GCA_002592005.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/592/005/GCF_002592005.1_ASM259200v1	-	CECT 8779
Mycobacterium frederiksbergense	117567	PRJNA521839	521839	Terrabacteria group	Actinomycetota	6.71362	67.0461	chromosome:NZ_CP038799.1/CP038799.1; plasmid unnamed1:NZ_CP038797.1/CP038797.1; plasmid unnamed2:NZ_CP038798.1/CP038798.1; plasmid unnamed3:NZ_CP038796.1/CP038796.1	-	4	6523	6248	2020/04/09	2022/02/07	Chromosome	Catholic University of Louvain	SAMN10915336	GCA_012223425.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/223/425/GCA_012223425.1_ASM1222342v1	-	LB 501T
Mycobacterium terramassiliense	1841859	PRJEB19184	368665	Terrabacteria group	Actinomycetota	6.02958	68.4	-	FTRV01	12	5781	5507	2017/01/27	2022/04/19	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA54120418	GCA_900157385.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/385/GCA_900157385.1_PRJEB19184	-	AB308
Mycobacterium rhizamassiliense	1841860	PRJEB19165	368667	Terrabacteria group	Actinomycetota	6.01547	67.2	-	FUFA01	1	5685	5478	2017/02/01	2022/04/19	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA54078418	GCA_900157375.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/375/GCA_900157375.1_PRJEB19165	-	AB57
Mycobacterium numidiamassiliense	1841861	PRJEB19151	363030	Terrabacteria group	Actinomycetota	6.24895	65.9	-	FUEZ01	4	5849	5658	2017/02/01	2022/04/19	Contig	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA54001918	GCA_900157365.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/365/GCA_900157365.1_PRJEB19151	-	AB215
Mycobacterium simulans	627089	PRJEB22891	663807	Terrabacteria group	Actinomycetota	6.19202	64.6	-	OCVX01	105	5598	5125	2020/09/23	2021/10/01	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA104335938	GCA_900232995.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/232/995/GCA_900232995.1_PRJEB22891	-	FI-09026
Mycobacterium helveticum	2592811	PRJNA552578	552578	Terrabacteria group	Actinomycetota	5.77203	68.7	-	VMQV01	387	5591	5129	2019/07/30	2022/04/19	Contig	IRCCS San Raffaele	SAMN12284734	GCA_007714185.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/714/185/GCF_007714185.1_ASM771418v1	-	17-773
Mycobacterium ostraviense	2738409	PRJNA231221	231221	Terrabacteria group	Actinomycetota	6.12773	66.3	chromosome:NZ_CP089224.1/CP089224.1	-	1	5627	5114	2021/12/14	2021/12/29	Complete Genome	US Food and Drug Administration 	SAMN23242882	GCA_021183725.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/183/725/GCA_021183725.1_ASM2118372v1	-	FDAARGOS_1613
Mycobacterium spongiae	886343	PRJNA573113	573113	Terrabacteria group	Actinomycetota	5.58116	65.6	chromosome:NZ_CP046600.1/CP046600.1	-	1	4569	4329	2021/05/05	2022/04/19	Complete Genome	University of Melbourne	SAMN12776813	GCA_018278905.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/278/905/GCA_018278905.1_ASM1827890v1	-	FSD4b-SM
Mycobacterium vicinigordonae	1719132	PRJNA646334	646334	Terrabacteria group	Actinomycetota	6.26677	65.4	chromosome:NZ_CP059165.1/CP059165.1	-	1	5677	5490	2020/07/22	2022/04/19	Complete Genome	Beijing Chest Hospital, Capital Medical University	SAMN15540336	GCA_013466425.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/466/425/GCA_013466425.1_ASM1346642v1	-	24
[Mycobacterium] fortunisiensis	2600579	PRJNA558343	558343	Terrabacteria group	Actinomycetota	5.49022	67.3	-	VOMB01	28	5265	4959	2021/06/28	2022/04/19	Scaffold	Institut Pasteur de Tunis	SAMN12436392	GCA_019050325.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/050/325/GCA_019050325.1_ASM1905032v1	34155223	TNTM28
Mycobacterium paraterrae	577492	PRJNA747101	747101	Terrabacteria group	Actinomycetota	5.52262	65.5	chromosome:NZ_CP092488.2/CP092488.2	-	1	5280	5114	2022/03/01	2022/09/15	Complete Genome	Research Institute of Tuberculosis	SAMN20254271	GCA_022430545.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/430/545/GCA_022430545.2_ASM2243054v2	-	DSM 45127
Mycobacterium senriense	2775496	PRJDB10621	746161	Terrabacteria group	Actinomycetota	5.83145	67.0969	chromosome:NZ_AP024828.1/AP024828.1	-	3	5454	5267	2021/07/10	2022/05/29	Chromosome	Department of Infection Metagenomics	SAMD00250051	GCA_019668465.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/668/465/GCA_019668465.1_ASM1966846v1	-	TY59
Mycobacterium manitobense	190147	PRJNA646947	646947	Terrabacteria group	Actinomycetota	6.05853	69.3	-	JACKSJ01	277	5996	5861	2022/10/24	2022/10/26	Scaffold	Uppsala University	SAMN15568997	GCA_025821665.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/821/665/GCF_025821665.1_ASM2582166v1	36243697	DSM 44615
Mycobacterium hackensackense	228909	PRJNA646947	646947	Terrabacteria group	Actinomycetota	6.70998	67	-	JACKUC01	53	6608	6470	2022/10/24	2022/10/24	Contig	Uppsala University	SAMN15568952	GCA_025822555.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/555/GCF_025822555.1_ASM2582255v1	36243697	DSM 44833
Mycobacterium barrassiae	319709	PRJNA646947	646947	Terrabacteria group	Actinomycetota	5.90023	65.9	-	JACKUK01	49	5801	5637	2022/10/24	2022/10/24	Scaffold	Uppsala University	SAMN15568944	GCA_025822765.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/765/GCF_025822765.1_ASM2582276v1	36243697	CCUG 50398
Mycobacterium yunnanensis	368477	PRJNA646947	646947	Terrabacteria group	Actinomycetota	6.45257	68	-	JACKVK01	25	6201	6057	2022/10/24	2022/10/26	Scaffold	Uppsala University	SAMN15568918	GCA_025823185.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/823/185/GCF_025823185.1_ASM2582318v1	36243697	DSM 44838
Candidatus Mycobacterium methanotrophicum	2943498	PRJNA837300	837300	Terrabacteria group	Actinomycetota	5.00237	65.6887	chromosome:NZ_CP097320.1/CP097320.1; plasmid unnamed:NZ_CP097321.1/CP097321.1	-	2	5243	4419	2022/05/21	2022/08/02	Complete Genome	ULB	SAMN28196450	GCA_023515995.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/515/995/GCA_023515995.1_ASM2351599v1	-	Sulfur Cave
Candidatus Mycobacterium methanotrophicum	2943498	PRJEB45004	747240	Terrabacteria group	Actinomycetota	4.91024	65.6	-	CAJUXY01	521	5235	4382	2021/07/18	2022/07/30	Contig	King Abdullah University of Science and Technology	SAMEA8898435	GCA_910591625.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/591/625/GCA_910591625.1_ASM91059162v1	-	VU-WI
Mycobacterium ostraviense	2738409	PRJNA374853	374853	Terrabacteria group	Actinomycetota	6.10109	66.2	-	NKRE01	200	5702	5155	2017/10/25	2022/04/13	Scaffold	University of Lodz	SAMN07196566	GCA_002705925.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/705/925/GCF_002705925.1_ASM270592v1	32010067	241/15
Mycobacterium helveticum	2592811	PRJNA552578	552578	Terrabacteria group	Actinomycetota	5.7696	68.7	-	VMQU01	436	5608	5126	2019/07/30	2022/04/21	Contig	IRCCS San Raffaele	SAMN12187686	GCA_007714205.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/714/205/GCF_007714205.1_ASM771420v1	-	16-83
Mycobacterium simulans	627089	PRJEB22948	656222	Terrabacteria group	Actinomycetota	6.25141	64.7	-	OCTY01	49	5690	5227	2020/08/18	2022/09/21	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA104346610	GCA_900232515.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/232/515/GCA_900232515.1_PRJEB22948	-	FB-527
Mycobacterium frederiksbergense	117567	PRJNA646947	646947	Terrabacteria group	Actinomycetota	6.38814	67.1	-	JACKTH01	88	6150	5944	2022/10/24	2022/10/26	Scaffold	Uppsala University	SAMN15568973	GCA_025822145.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/145/GCF_025822145.1_ASM2582214v1	36243697	DSM 45364
Mycobacterium stomatepiae	470076	PRJNA646947	646947	Terrabacteria group	Actinomycetota	6.22347	66	-	JACKSO01	203	6023	5473	2022/10/24	2022/10/26	Contig	Uppsala University	SAMN15568992	GCA_025821785.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/821/785/GCF_025821785.1_ASM2582178v1	36243697	DSM 45059
Mycobacterium seoulense	386911	PRJNA646947	646947	Terrabacteria group	Actinomycetota	5.51121	68.3	-	JACKVP01	11	5159	5021	2022/10/24	2022/10/26	Scaffold	Uppsala University	SAMN15568913	GCA_025823355.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/823/355/GCF_025823355.1_ASM2582335v1	36243697	DSM 44998
